gene_id,gene,,,
ENSDARG00000042252,eif4h,,,
ENSDARG00000052073,blcap,,,
ENSDARG00000017525,ccnt1,,,
ENSDARG00000042056,mau2,,,
ENSDARG00000025071,brd8,,,
ENSDARG00000014013,lbr,,,
ENSDARG00000002970,ss18,,,
ENSDARG00000030237,pgrmc2,,,
ENSDARG00000038113,rprd1b,,,
ENSDARG00000007141,psmc3,,,
ENSDARG00000011661,twf1b,,,
ENSDARG00000053101,prpf38b,,,
ENSDARG00000044332,zranb2,,,
ENSDARG00000043601,elof1,,,
ENSDARG00000041830,tsn,,,
ENSDARG00000006395,rbm25,,,
ENSDARG00000054914,dgat1b,,,
ENSDARG00000005827,eif2s1a,,,
ENSDARG00000003822,ankrd16,,,
ENSDARG00000017320,f11r,,,
ENSDARG00000035730,utp6,,,
ENSDARG00000078904,brd4,,,
ENSDARG00000018618,cpsf6,,,
ENSDARG00000009862,dcps,,,
ENSDARG00000013845,ttc14,,,
ENSDARG00000034600,tmem165,,,
ENSDARG00000055635,crk,,,
ENSDARG00000051931,edc3,,,
ENSDARG00000015292,ube2g1a,,,
ENSDARG00000019398,psma6a,,,
ENSDARG00000035676,ptp4a2,,,
ENSDARG00000020671,heatr1,,,
ENSDARG00000040310,prpf4bb,,,
ENSDARG00000056924,sap130a,,,
ENSDARG00000004251,dhfr,,,
ENSDARG00000012729,hcls1,,,
ENSDARG00000071150,cica,,,
ENSDARG00000074246,rab14,,,
ENSDARG00000016809,prkacab,,,
ENSDARG00000036510,ccnt2b,,,
ENSDARG00000020960,hgs,,,
ENSDARG00000044345,cyfip1,,,
ENSDARG00000096620,tube1,,,
ENSDARG00000003641,tfg,,,
ENSDARG00000030224,ppp2ca,,,
ENSDARG00000003085,stambpl1,,,
ENSDARG00000043976,etf1,,,
ENSDARG00000062078,hs2st1a,,,
ENSDARG00000075084,zgc:193790,,,
ENSDARG00000007135,cnot3a,,,
ENSDARG00000032553,egln3,,,
ENSDARG00000037958,nosip,,,
ENSDARG00000006251,ell2,,,
ENSDARG00000009525,tial1,,,
ENSDARG00000021059,alas1,,,
ENSDARG00000012274,eif4e1c,,,
ENSDARG00000040286,ubl7,,,
ENSDARG00000006477,ddi2,,,
ENSDARG00000023648,idh3g,,,
ENSDARG00000054778,pogza,,,
ENSDARG00000002190,chmp2bb,,,
ENSDARG00000010771,gipc1,,,
ENSDARG00000019649,sept7b,,,
ENSDARG00000040566,AGXT2L2,,,
ENSDARG00000040607,rtfdc1,,,
ENSDARG00000043685,nabp1b,,,
ENSDARG00000011863,PTK7,,,
ENSDARG00000052348,smarca5,,,
ENSDARG00000059583,wbscr16,,,
ENSDARG00000069601,snx30,,,
ENSDARG00000014517,usp5,,,
ENSDARG00000039910,rbm42,,,
ENSDARG00000053152,pcmtd1,,,
ENSDARG00000009106,serinc1,,,
ENSDARG00000009534,wls,,,
ENSDARG00000079352,sap130b,,,
ENSDARG00000074168,fam208b,,,
ENSDARG00000053404,zgc:56064,,,
ENSDARG00000087238,si:ch211-161h7.4,,,
ENSDARG00000079326,si:ch211-53f16.1,,,
ENSDARG00000015208,rbb4l,,,
ENSDARG00000076116,usp10,,,
ENSDARG00000070939,-,,,
ENSDARG00000012432,fam76b,,,
ENSDARG00000075445,psmb5,,,
ENSDARG00000063252,prcc,,,
ENSDARG00000055101,hmox2a,,,
ENSDARG00000003750,pfas,,,
ENSDARG00000024371,cdh1,,,
ENSDARG00000079000,TP53BP1,,,
ENSDARG00000030573,nudt1,,,
ENSDARG00000019489,gtf2b,,,
ENSDARG00000015314,zc4h2,,,
ENSDARG00000004343,nelfe,,,
ENSDARG00000075916,zgc:66472,,,
ENSDARG00000008931,renbp,,,
ENSDARG00000051975,cd99,,,
ENSDARG00000004171,rabac1,,,
ENSDARG00000017809,stard3,,,
ENSDARG00000019881,bsg,,,
ENSDARG00000038967,cul3a,,,
ENSDARG00000027357,cd2bp2,,,
ENSDARG00000017423,patl1,,,
ENSDARG00000041306,mrps25,,,
ENSDARG00000044090,zmpste24,,,
ENSDARG00000041402,zc3h14,,,
ENSDARG00000015254,fzr1,,,
ENSDARG00000043797,cdc5l,,,
ENSDARG00000001777,nup155,,,
ENSDARG00000015551,fth1a,,,
ENSDARG00000056856,tax1bp1b,,,
ENSDARG00000062055,RNF38,,,
ENSDARG00000045911,tulp4,,,
ENSDARG00000012684,atp2b1a,,,
ENSDARG00000031261,sap30bp,,,
ENSDARG00000005941,yes1,,,
ENSDARG00000023028,cdv3,,,
ENSDARG00000077566,CZv9_NA991H1orf52,,,
ENSDARG00000044301,atf1,,,
ENSDARG00000041203,drap1,,,
ENSDARG00000034240,capza1a,,,
ENSDARG00000000019,ube2h,,,
ENSDARG00000016156,fam53b,,,
ENSDARG00000061865,ddx10,,,
ENSDARG00000016304,tfdp1b,,,
ENSDARG00000055133,cenpf,,,
ENSDARG00000055760,srm,,,
ENSDARG00000025332,rbm28,,,
ENSDARG00000012234,psme3,,,
ENSDARG00000030560,helz,,,
ENSDARG00000035625,snrnp27,,,
ENSDARG00000061201,acsf2,,,
ENSDARG00000054290,acin1a,,,
ENSDARG00000006062,akap1b,,,
ENSDARG00000042468,sos1,,,
ENSDARG00000038870,slu7,,,
ENSDARG00000015524,prps1a,,,
ENSDARG00000031494,prrc2a,,,
ENSDARG00000022564,C18H11orf58,,,
ENSDARG00000014685,esco2,,,
ENSDARG00000059811,smpd5,,,
ENSDARG00000037503,thoc2,,,
ENSDARG00000068404,tbcb,,,
ENSDARG00000056803,ap1s1,,,
ENSDARG00000052386,CLDND1 (2 of 2),,,
ENSDARG00000042187,smek1,,,
ENSDARG00000005254,kdelr2a,,,
ENSDARG00000057497,stk35l,,,
ENSDARG00000070161,vamp3,,,
ENSDARG00000045733,ciapin1,,,
ENSDARG00000038423,TAF2 (1 of 2),,,
ENSDARG00000038879,ift80,,,
ENSDARG00000063627,bop1,,,
ENSDARG00000037924,gna13b,,,
ENSDARG00000061718,znf704,,,
ENSDARG00000011133,ccne1,,,
ENSDARG00000005464,dnase1l3,,,
ENSDARG00000005774,pl10,,,
ENSDARG00000024109,naa40,,,
ENSDARG00000000887,GTSF1,,,
ENSDARG00000060980,atp8b1,,,
ENSDARG00000052894,znf532,,,
ENSDARG00000063313,plbd1,,,
ENSDARG00000078118,fam60al,,,
ENSDARG00000074997,zgc:175222,,,
ENSDARG00000061644,ensab,,,
ENSDARG00000017659,sps2,,,
ENSDARG00000070674,psmd6,,,
ENSDARG00000078576,setd5,,,
ENSDARG00000059177,tax1bp3,,,
ENSDARG00000000729,daxx,,,
ENSDARG00000014898,ncbp2,,,
ENSDARG00000086768,dut,,,
ENSDARG00000060853,nckap1,,,
ENSDARG00000008184,mia3,,,
ENSDARG00000079848,gmps,,,
ENSDARG00000032575,ywhaz,,,
ENSDARG00000021225,prkci,,,
ENSDARG00000025314,tcerg1a,,,
ENSDARG00000079717,RBM12B,,,
ENSDARG00000037423,SMIM19,,,
ENSDARG00000034734,med6,,,
ENSDARG00000045885,scaf11,,,
ENSDARG00000005540,xpo7,,,
ENSDARG00000061165,slc6a4a,,,
ENSDARG00000060575,sec24c,,,
ENSDARG00000063219,ubap2l,,,
ENSDARG00000078164,ZNF672,,,
ENSDARG00000070109,ncapg,,,
ENSDARG00000045847,si:ch211-214j24.10,,,
ENSDARG00000017105,vasp,,,
ENSDARG00000045704,dclre1c,,,
ENSDARG00000029445,EIF1B,,,
ENSDARG00000077093,scaf4a,,,
ENSDARG00000045359,tceb1b,,,
ENSDARG00000077024,uba2,,,
ENSDARG00000011027,fgfr1a,,,
ENSDARG00000053954,cyb5b,,,
ENSDARG00000068076,psmd7,,,
ENSDARG00000075113,nanog,,,
ENSDARG00000039302,terfa,,,
ENSDARG00000044914,suclg2,,,
ENSDARG00000002479,ercc6l,,,
ENSDARG00000045900,agbl5,,,
