gene_id,gene,,,
ENSDARG00000000001,slc35a5,,,
ENSDARG00000000423,si:ch73-314g15.3,,,
ENSDARG00000000442,slc39a13,,,
ENSDARG00000000551,slc1a4,,,
ENSDARG00000000588,grasp,,,
ENSDARG00000000747,lcmt2,,,
ENSDARG00000000760,znf511,,,
ENSDARG00000000906,skap2,,,
ENSDARG00000001169,hsd17b8,,,
ENSDARG00000001767,slc29a2,,,
ENSDARG00000001788,atp5o,,,
ENSDARG00000001804,zgc:112148,,,
ENSDARG00000001880,stx3a,,,
ENSDARG00000001898,manea,,,
ENSDARG00000001930,klhl15,,,
ENSDARG00000002002,LMCD1,,,
ENSDARG00000002077,mnat1,,,
ENSDARG00000002174,itfg2,,,
ENSDARG00000002210,stk25a,,,
ENSDARG00000002264,mrpl41,,,
ENSDARG00000002298,ankrd22,,,
ENSDARG00000002304,gins2,,,
ENSDARG00000002330,lhx8a,,,
ENSDARG00000002339,ccdc101,,,
ENSDARG00000002347,cyp11a1,,,
ENSDARG00000002365,cers5,,,
ENSDARG00000002656,stxbp5a,,,
ENSDARG00000002670,tbpl2,,,
ENSDARG00000002682,tbcela,,,
ENSDARG00000002702,surf4,,,
ENSDARG00000002758,DEDD2,,,
ENSDARG00000002798,cog8,,,
ENSDARG00000002826,cep57l1,,,
ENSDARG00000002991,cep135,,,
ENSDARG00000003027,scnm1,,,
ENSDARG00000003175,stx5al,,,
ENSDARG00000003206,chchd6a,,,
ENSDARG00000003263,pop4,,,
ENSDARG00000003283,zfand2a,,,
ENSDARG00000003311,pank2,,,
ENSDARG00000003323,dcp1a,,,
ENSDARG00000003391,snx7,,,
ENSDARG00000003511,mrpl3,,,
ENSDARG00000003517,impa1,,,
ENSDARG00000003520,TBC1D14,,,
ENSDARG00000003570,hsp90b1,,,
ENSDARG00000003573,dctn5,,,
ENSDARG00000003582,CCDC34,,,
ENSDARG00000003701,cldng,,,
ENSDARG00000003872,ccdc102a,,,
ENSDARG00000003938,rpa1,,,
ENSDARG00000003963,traf4a,,,
ENSDARG00000003968,zgc:162969,,,
ENSDARG00000003977,zgc:153896,,,
ENSDARG00000004037,cog2,,,
ENSDARG00000004046,phf6,,,
ENSDARG00000004059,galk2,,,
ENSDARG00000004130,mvk,,,
ENSDARG00000004274,zgc:112496,,,
ENSDARG00000004311,ldlrap1a,,,
ENSDARG00000004392,hdr,,,
ENSDARG00000004451,tnfrsfa,,,
ENSDARG00000004470,prkcsh,,,
ENSDARG00000004527,pin4,,,
ENSDARG00000004541,-,,,
ENSDARG00000004574,gtf3c2,,,
ENSDARG00000004618,stx2a,,,
ENSDARG00000004665,hspa5,,,
ENSDARG00000004724,tcea3,,,
ENSDARG00000004727,cmss1,,,
ENSDARG00000004909,cat,,,
ENSDARG00000005026,tshz1,,,
ENSDARG00000005098,zgc:86764,,,
ENSDARG00000005150,tbx20,,,
ENSDARG00000005246,asb3,,,
ENSDARG00000005274,rad52,,,
ENSDARG00000005382,prdm9,,,
ENSDARG00000005397,trim3b,,,
ENSDARG00000005419,il1b,,,
